Key,File,Type,UsedInMainMenu,NoTranslate,KeepLoaded,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
TwitchAction_SupplyBuilder1,twitch,Actions,,,,Builder Crate 1,,,Embalaje de construcción 1,,,,,,,,,,
TwitchAction_SupplyBuilder1Desc,twitch,Actions,,,,Spawns a single Builder Crate 1.,,,Aparece un solo embalaje de construcción 1.,,,,,,,,,,
TwitchAction_SupplyBuilder2,twitch,Actions,,,,Builder Crate 2,,,Embalaje de construcción 2,,,,,,,,,,
TwitchAction_SupplyBuilder2Desc,twitch,Actions,,,,Spawns a single Builder Crate 2.,,,Aparece un solo embalaje de construcción 2.,,,,,,,,,,
TwitchAction_SupplyBuilder3,twitch,Actions,,,,Builder Crate 3,,,Embalaje de construcción 3,,,,,,,,,,
TwitchAction_SupplyBuilder3Desc,twitch,Actions,,,,Spawns a single Builder Crate 3.,,,Aparece un solo embalaje de construcción 3.,,,,,,,,,,
TwitchAction_SupplyBuilderCommand,twitch,Actions,,,,#supply_builder,,,#suministros_construcción,,,,,,,,,,
TwitchAction_SupplyCandy,twitch,Actions,,,,Candy Crate,,,Embalaje de caramelos,,,,,,,,,,
TwitchAction_SupplyCandyCommand,twitch,Actions,,,,#supply_candy,,,#suministros_caramelos,,,,,,,,,,
TwitchAction_SupplyCandyDesc,twitch,Actions,,,,Spawns a single Candy Crate.,,,Aparece un solo embalaje de caramelos.,,,,,,,,,,
TwitchAction_SupplyCompoundBow,twitch,Actions,,,,Compound Bow Crate,,,Embalaje de arco compuesto,,,,,,,,,,
TwitchAction_SupplyCompoundBowCommand,twitch,Actions,,,,#supply_compound_bow,,,#suministros_arco_compuesto,,,,,,,,,,
TwitchAction_SupplyCompoundBowDesc,twitch,Actions,,,,Spawns a single Compound Bow Crate.,,,Aparece un solo embalaje de arco compuesto.,,,,,,,,,,
TwitchAction_SupplyCompoundCrossbow,twitch,Actions,,,,Compound Crossbow Crate,,,Ballesta compuesta,,,,,,,,,,
TwitchAction_SupplyCompoundCrossbowCommand,twitch,Actions,,,,#supply_compound_crossbow,,,#suministros_ballesta_compuesta,,,,,,,,,,
TwitchAction_SupplyCompoundCrossbowDesc,twitch,Actions,,,,Spawns a single Compound Crossbow Crate.,,,Aparece un solo embalaje de ballesta compuesta.,,,,,,,,,,
TwitchAction_SupplyDesertVulture,twitch,Actions,,,,Desert Vulture Crate,,,Embalaje de Desert Vulture,,,,,,,,,,
TwitchAction_SupplyDesertVultureCommand,twitch,Actions,,,,#supply_desert_vulture,,,#suministros_desert_vulture,,,,,,,,,,
TwitchAction_SupplyDesertVultureDesc,twitch,Actions,,,,Spawns a single Desert Vulture Crate.,,,Aparece un solo embalaje de Desert Vulture.,,,,,,,,,,
TwitchAction_SupplyDoubleShotgun,twitch,Actions,,,,Double Barrel Shotgun Crate,,,Embalaje de escopeta de dos cañones,,,,,,,,,,
TwitchAction_SupplyDoubleShotgunCommand,twitch,Actions,,,,#supply_double_shotgun,,,#suministros_escopeta_doble,,,,,,,,,,
TwitchAction_SupplyDoubleShotgunDesc,twitch,Actions,,,,Spawns a single Double Barrel Shotgun Crate.,,,Aparece un solo embalaje de escopeta de dos cañones.,,,,,,,,,,
TwitchAction_SupplyDrinkLarge,twitch,Actions,,,,Large Drink Crate,,,Embalaje grande de bebidas,,,,,,,,,,
TwitchAction_SupplyDrinkLargeCommand,twitch,Actions,,,,#supply_drinklarge,,,#suministros_bebidagrande,,,,,,,,,,
TwitchAction_SupplyDrinkLargeDesc,twitch,Actions,,,,Spawns a single Large Drink Crate,,,Aparece un solo embalaje grande de bebidas.,,,,,,,,,,
TwitchAction_SupplyDrinkMedium,twitch,Actions,,,,Medium Drink Crate,,,Embalaje mediano de bebidas,,,,,,,,,,
TwitchAction_SupplyDrinkMediumCommand,twitch,Actions,,,,#supply_drinkmedium,,,#suministros_bebidamediana,,,,,,,,,,
TwitchAction_SupplyDrinkMediumDesc,twitch,Actions,,,,Spawns a single Medium Drink Crate,,,Aparece un solo embalaje mediano de bebidas.,,,,,,,,,,
TwitchAction_SupplyDrinkSmall,twitch,Actions,,,,Small Drink Crate,,,Embalaje pequeño de bebidas,,,,,,,,,,
TwitchAction_SupplyDrinkSmallCommand,twitch,Actions,,,,#supply_drinksmall,,,#suministros_bebidapequeña,,,,,,,,,,
TwitchAction_SupplyDrinkSmallDesc,twitch,Actions,,,,Spawns a single Small Drink Crate,,,Aparece un solo embalaje pequeño de bebidas.,,,,,,,,,,
TwitchAction_SupplyDynamite,twitch,Actions,,,,Dynamite Crate,,,Embalaje de dinamita,,,,,,,,,,
TwitchAction_SupplyDynamiteCommand,twitch,Actions,,,,#supply_dynamite,,,#suministros_dinamita,,,,,,,,,,
TwitchAction_SupplyDynamiteDesc,twitch,Actions,,,,Spawns a single Dynamite Crate.,,,Aparece un solo embalaje de dinamita.,,,,,,,,,,
TwitchAction_SupplyElectrical1,twitch,Actions,,,,Electrical Crate 1,,,Embalaje de piezas eléctricas 1,,,,,,,,,,
TwitchAction_SupplyElectrical1Desc,twitch,Actions,,,,Spawns a single Electrical Crate 1.,,,Aparece un solo embalaje de piezas eléctricas 1.,,,,,,,,,,
TwitchAction_SupplyElectrical2,twitch,Actions,,,,Electrical Crate 2,,,Embalaje de piezas eléctricas 2,,,,,,,,,,
TwitchAction_SupplyElectrical2Desc,twitch,Actions,,,,Spawns a single Electrical Crate 2.,,,Aparece un solo embalaje de piezas eléctricas 2.,,,,,,,,,,
TwitchAction_SupplyElectricalCommand,twitch,Actions,,,,#supply_electrical,,,#suministro_eléctricas,,,,,,,,,,
TwitchAction_SupplyExplosives1,twitch,Actions,,,,Explosives Crate 1,,,Embalaje de explosivos 1,,,,,,,,,,
TwitchAction_SupplyExplosives1Desc,twitch,Actions,,,,Spawns a single Explosives Crate 1.,,,Aparece un solo embalaje de explosivos 1.,,,,,,,,,,
TwitchAction_SupplyExplosives2,twitch,Actions,,,,Explosives Crate 2,,,Embalaje de explosivos 2,,,,,,,,,,
TwitchAction_SupplyExplosives2Desc,twitch,Actions,,,,Spawns a single Explosives Crate 2.,,,Aparece un solo embalaje de explosivos 2.,,,,,,,,,,
TwitchAction_SupplyExplosives3,twitch,Actions,,,,Explosives Crate 3,,,Embalaje de explosivos 3,,,,,,,,,,
TwitchAction_SupplyExplosives3Desc,twitch,Actions,,,,Spawns a single Explosives Crate 3.,,,Aparece un solo embalaje de explosivos 3.,,,,,,,,,,
TwitchAction_SupplyExplosives4,twitch,Actions,,,,Explosives Crate 4,,,Embalaje de explosivos 4,,,,,,,,,,
TwitchAction_SupplyExplosives4Desc,twitch,Actions,,,,Spawns a single Explosives Crate 4.,,,Aparece un solo embalaje de explosivos 4.,,,,,,,,,,
TwitchAction_SupplyExplosivesCommand,twitch,Actions,,,,#supply_explosives,,,#suministro_explosivos,,,,,,,,,,
TwitchAction_SupplyFarming1,twitch,Actions,,,,Farming Crate,,,Embalaje de agricultura,,,,,,,,,,
TwitchAction_SupplyFarming2,twitch,Actions,,,,Farming Crate,,,Embalaje de agricultura,,,,,,,,,,
TwitchAction_SupplyFarmingCommand,twitch,Actions,,,,#supply_farming,,,#suministros_agricultura,,,,,,,,,,
TwitchAction_SupplyFarmingDesc,twitch,Actions,,,,Spawns a single Farming Crate.,,,Aparece un solo embalaje de agricultura.,,,,,,,,,,
TwitchAction_SupplyFirstAidBandage,twitch,Actions,,,,First Aid Bandage Crate,,,Embalaje de vendaje de primeros auxilios,,,,,,,,,,
TwitchAction_SupplyFirstAidBandageCommand,twitch,Actions,,,,#supply_firstaid_bandage,,,#suministros_vendaje_primerosauxilios,,,,,,,,,,
TwitchAction_SupplyFirstAidBandageDesc,twitch,Actions,,,,Spawns a single First Aid Bandage Crate.,,,Aparece un solo embalaje de vendaje de primeros auxilios.,,,,,,,,,,
TwitchAction_SupplyFirstAidKit,twitch,Actions,,,,First Aid Kit Crate,,,Embalaje de botiquín de primeros auxilios,,,,,,,,,,
TwitchAction_SupplyFirstAidKitCommand,twitch,Actions,,,,#supply_firstaidkit,,,#suministros_botiquíndeprimerosauxilios,,,,,,,,,,
TwitchAction_SupplyFirstAidKitDesc,twitch,Actions,,,,Spawns a single First Aid Kit Crate.,,,Aparece un solo embalaje de botiquín de primeros auxilios.,,,,,,,,,,
TwitchAction_SupplyFoodLarge,twitch,Actions,,,,Large Food Crate,,,Embalaje grande de comida,,,,,,,,,,
TwitchAction_SupplyFoodLargeCommand,twitch,Actions,,,,#supply_foodlarge,,,#suministros_comidagrande,,,,,,,,,,
TwitchAction_SupplyFoodLargeDesc,twitch,Actions,,,,Spawns a single Large Food Crate,,,Aparece un solo embalaje grande de comida.,,,,,,,,,,
TwitchAction_SupplyFoodMedium,twitch,Actions,,,,Medium Food Crate,,,Embalaje mediano de comida,,,,,,,,,,
TwitchAction_SupplyFoodMediumCommand,twitch,Actions,,,,#supply_foodmedium,,,#suministros_comidamediana,,,,,,,,,,
TwitchAction_SupplyFoodMediumDesc,twitch,Actions,,,,Spawns a single Medium Food Crate,,,Aparece un solo embalaje mediano de comida.,,,,,,,,,,
TwitchAction_SupplyFoodSmall,twitch,Actions,,,,Small Food Crate,,,Embalaje pequeño de comida,,,,,,,,,,
TwitchAction_SupplyFoodSmallCommand,twitch,Actions,,,,#supply_foodsmall,,,#suministros_comidapequeña,,,,,,,,,,
TwitchAction_SupplyFoodSmallDesc,twitch,Actions,,,,Spawns a single Small Food Crate,,,Aparece un solo embalaje pequeño de comida.,,,,,,,,,,
TwitchAction_SupplyFoodWater1,twitch,Actions,,,,Food and Drink Crate 1,,,Embalaje de comida y bebidas 1,,,,,,,,,,
TwitchAction_SupplyFoodWater1Desc,twitch,Actions,,,,Spawns a single Food and Drink Crate 1.,,,Aparece un solo embalaje de comida y bebidas 1.,,,,,,,,,,
TwitchAction_SupplyFoodWater2,twitch,Actions,,,,Food and Drink Crate 2,,,Embalaje de comida y bebidas 2,,,,,,,,,,
TwitchAction_SupplyFoodWater2Desc,twitch,Actions,,,,Spawns a single Food and Drink Crate 2.,,,Aparece un solo embalaje de comida y bebidas 2.,,,,,,,,,,
TwitchAction_SupplyFoodWater3,twitch,Actions,,,,Food and Drink Crate 3,,,Embalaje de comida y bebidas 3,,,,,,,,,,
TwitchAction_SupplyFoodWater3Desc,twitch,Actions,,,,Spawns a single Food and Drink Crate 3.,,,Aparece un solo embalaje de comida y bebidas 3.,,,,,,,,,,
TwitchAction_SupplyFoodWater4,twitch,Actions,,,,Food and Drink Crate 4,,,Embalaje de comida y bebidas 4,,,,,,,,,,
TwitchAction_SupplyFoodWater4Desc,twitch,Actions,,,,Spawns a single Food and Drink Crate 4.,,,Aparece un solo embalaje de comida y bebidas 4.,,,,,,,,,,
TwitchAction_SupplyFoodWaterCommand,twitch,Actions,,,,#supply_meal,,,#suministro_comida,,,,,,,,,,
TwitchAction_SupplyGyro,twitch,Actions,,,,Gyro Crate,,,Embalaje de girocóptero,,,,,,,,,,
TwitchAction_SupplyGyroCommand,twitch,Actions,,,,#supply_Gyro,,,#suministros_giro,,,,,,,,,,
TwitchAction_SupplyGyroDesc,twitch,Actions,,,,Spawns a single crate containing a Gyro and Gas,,,Aparece un solo embalaje que contiene un girocóptero y gasolina.,,,,,,,,,,
TwitchAction_SupplyHoney,twitch,Actions,,,,Honey Crate,,,Embalaje de miel,,,,,,,,,,
TwitchAction_SupplyHoneyCommand,twitch,Actions,,,,#supply_honey,,,#suministros_miel,,,,,,,,,,
TwitchAction_SupplyHoneyDesc,twitch,Actions,,,,Spawns a single Honey Crate.,,,Aparece un solo embalaje de miel.,,,,,,,,,,
TwitchAction_SupplyHuntingRifle,twitch,Actions,,,,Hunting Rifle Crate,,,Embalaje de rifle de caza,,,,,,,,,,
TwitchAction_SupplyHuntingRifleCommand,twitch,Actions,,,,#supply_hunting_rifle,,,#suministros_rifle_caza,,,,,,,,,,
TwitchAction_SupplyHuntingRifleDesc,twitch,Actions,,,,Spawns a single Hunting Rifle Crate.,,,Aparece un solo embalaje de rifle de caza.,,,,,,,,,,
TwitchAction_SupplyIronCrossbow,twitch,Actions,,,,Iron Crossbow Crate,,,Embalaje de ballesta de hierro,,,,,,,,,,
TwitchAction_SupplyIronCrossbowCommand,twitch,Actions,,,,#supply_crossbow,,,#suministros_ballesta,,,,,,,,,,
TwitchAction_SupplyIronCrossbowDesc,twitch,Actions,,,,Spawns a single Iron Crossbow Crate.,,,Aparece un solo embalaje de ballesta de hierro.,,,,,,,,,,
TwitchAction_SupplyItemFood,twitch,Actions,,,,Twitch Crate,,,Embalaje de Twitch,,,,,,,,,,
TwitchAction_SupplyLeverActionRifle,twitch,Actions,,,,Lever Action Rifle Crate,,,Embalaje de rifle de palanca,,,,,,,,,,
TwitchAction_SupplyLeverActionRifleCommand,twitch,Actions,,,,#supply_lever_action_rifle,,,#suministros_rifle_palanca,,,,,,,,,,
TwitchAction_SupplyLeverActionRifleDesc,twitch,Actions,,,,Spawns a single Lever Action Rifle Crate.,,,Aparece un solo embalaje de rifle de palanca.,,,,,,,,,,
TwitchAction_SupplyM60,twitch,Actions,,,,M60 Machine Gun Crate,,,Embalaje de metralleta M60,,,,,,,,,,
TwitchAction_SupplyM60Command,twitch,Actions,,,,#supply_m60,,,#suministros_m60,,,,,,,,,,
TwitchAction_SupplyM60Desc,twitch,Actions,,,,Spawns a single M60 Machine Gun Crate.,,,Aparece un solo embalaje de metralleta M60.,,,,,,,,,,
TwitchAction_SupplyMagnum,twitch,Actions,,,,Magnum Crate,,,Embalaje de Magnum,,,,,,,,,,
TwitchAction_SupplyMagnumCommand,twitch,Actions,,,,#supply_magnum,,,#suministros_magnum,,,,,,,,,,
TwitchAction_SupplyMagnumDesc,twitch,Actions,,,,Spawns a single Magnum Crate.,,,Aparece un solo embalaje de Magnum.,,,,,,,,,,
TwitchAction_SupplyMedicine1,twitch,Actions,,,,Medicine Crate 1,,,Embalaje de medicinas 1,,,,,,,,,,
TwitchAction_SupplyMedicine1Desc,twitch,Actions,,,,Spawns a single Medicine Crate 1.,,,Aparece un solo embalaje de medicinas 1.,,,,,,,,,,
TwitchAction_SupplyMedicine2,twitch,Actions,,,,Medicine Crate 2,,,Embalaje de medicinas 2,,,,,,,,,,
TwitchAction_SupplyMedicine2Desc,twitch,Actions,,,,Spawns a single Medicine Crate 2.,,,Aparece un solo embalaje de medicinas 2.,,,,,,,,,,
TwitchAction_SupplyMedicine3,twitch,Actions,,,,Medicine Crate 3,,,Embalaje de medicinas 3,,,,,,,,,,
TwitchAction_SupplyMedicine3Desc,twitch,Actions,,,,Spawns a single Medicine Crate 3.,,,Aparece un solo embalaje de medicinas 3.,,,,,,,,,,
TwitchAction_SupplyMedicineCommand,twitch,Actions,,,,#supply_meds,,,#suministro_medicinas,,,,,,,,,,
TwitchAction_SupplyMegacrush,twitch,Actions,,,,Megacrush Crate,,,Embalaje de Megacrush,,,,,,,,,,
TwitchAction_SupplyMegacrushCommand,twitch,Actions,,,,#supply_megacrush,,,#suministros_megacrush,,,,,,,,,,
TwitchAction_SupplyMegacrushDesc,twitch,Actions,,,,Spawns a single Megacrush Crate,,,Aparece un solo embalaje de Megacrush.,,,,,,,,,,
TwitchAction_SupplyMinibike,twitch,Actions,,,,Minibike Parts Crate,,,Embalaje de piezas de minimoto,,,,,,,,,,
TwitchAction_SupplyMinibikeCommand,twitch,Actions,,,,#supply_minibike,,,#suministro_minimoto,,,,,,,,,,
TwitchAction_SupplyMinibikeDesc,twitch,Actions,,,,Spawns a single Minibike Parts Crate.,,,Aparece un solo embalaje de piezas de minimoto.,,,,,,,,,,
TwitchAction_SupplyMods1,twitch,Actions,,,,Mods Crate 1,,,Embalaje de modificaciones 1,,,,,,,,,,
TwitchAction_SupplyMods1Desc,twitch,Actions,,,,Spawns a single Mods Crate 1.,,,Aparece un solo embalaje de modificaciones 1.,,,,,,,,,,
TwitchAction_SupplyMods2,twitch,Actions,,,,Mods Crate 2,,,Embalaje de modificaciones 2,,,,,,,,,,
TwitchAction_SupplyMods2Desc,twitch,Actions,,,,Spawns a single Mods Crate 2.,,,Aparece un solo embalaje de modificaciones 2.,,,,,,,,,,
TwitchAction_SupplyMods3,twitch,Actions,,,,Mods Crate 3,,,Embalaje de modificaciones 3,,,,,,,,,,
TwitchAction_SupplyMods3Desc,twitch,Actions,,,,Spawns a single Mods Crate 3.,,,Aparece un solo embalaje de modificaciones 3.,,,,,,,,,,
TwitchAction_SupplyModsCommand,twitch,Actions,,,,#supply_mods,,,#suministro_mods,,,,,,,,,,
TwitchAction_SupplyMolotovs,twitch,Actions,,,,Molotov Cocktail Crate,,,Embalaje de cóctel molotov,,,,,,,,,,
TwitchAction_SupplyMolotovsCommand,twitch,Actions,,,,#supply_molotovs,,,#suministros_molotovs,,,,,,,,,,
TwitchAction_SupplyMolotovsDesc,twitch,Actions,,,,Spawns a single Molotov Cocktail Crate.,,,Aparece un solo embalaje de cóctel molotov.,,,,,,,,,,
TwitchAction_SupplyMotorcycle,twitch,Actions,,,,Motorcycle Parts Crate,,,Embalaje de piezas de motocicleta,,,,,,,,,,
TwitchAction_SupplyMotorcycleCommand,twitch,Actions,,,,#supply_motorcycle,,,#suministro_motocicleta,,,,,,,,,,
TwitchAction_SupplyMotorcycleDesc,twitch,Actions,,,,Spawns a single Motorcycle Parts Crate.,,,Aparece un solo embalaje de piezas de motocicleta.,,,,,,,,,,
TwitchAction_SupplyPipeBombs,twitch,Actions,,,,Pipe Bombs Crate,,,Embalaje de bombas caseras,,,,,,,,,,
TwitchAction_SupplyPipeBombsCommand,twitch,Actions,,,,#supply_pipebombs,,,#suministros_bombascaseras,,,,,,,,,,
TwitchAction_SupplyPipeBombsDesc,twitch,Actions,,,,Spawns a single Pipe Bombs Crate.,,,Aparece un solo embalaje de bombas caseras.,,,,,,,,,,
TwitchAction_SupplyPipeMachineGun,twitch,Actions,,,,Pipe Machinegun Crate,,,Embalaje de metralleta de tubería,,,,,,,,,,
TwitchAction_SupplyPipeMachineGunCommand,twitch,Actions,,,,#supply_pipe_machinegun,,,#suministros_metralleta_tubería,,,,,,,,,,
TwitchAction_SupplyPipeMachineGunDesc,twitch,Actions,,,,Spawns a single Pipe Machinegun Crate.,,,Aparece un solo embalaje de metralleta de tubería.,,,,,,,,,,
TwitchAction_SupplyPipePistol,twitch,Actions,,,,Pipe Pistol Crate,,,Embalaje de pistola de tubería,,,,,,,,,,
TwitchAction_SupplyPipePistolCommand,twitch,Actions,,,,#supply_pipe_pistol,,,#suministros_pistola_tubería,,,,,,,,,,
TwitchAction_SupplyPipePistolDesc,twitch,Actions,,,,Spawns a single Pipe Pistol Crate.,,,Aparece un solo embalaje de pistola de tubería.,,,,,,,,,,
TwitchAction_SupplyPipeRifle,twitch,Actions,,,,Pipe Rifle Crate,,,Embalaje de rifle de tubería,,,,,,,,,,
TwitchAction_SupplyPipeRifleCommand,twitch,Actions,,,,#supply_pipe_rifle,,,#suministros_rifle_tubería,,,,,,,,,,
TwitchAction_SupplyPipeRifleDesc,twitch,Actions,,,,Spawns a single Pipe Rifle Crate.,,,Aparece un solo embalaje de rifle de tubería.,,,,,,,,,,
TwitchAction_SupplyPipeShotgun,twitch,Actions,,,,Pipe Shotgun Crate,,,Embalaje de escopeta de tubería,,,,,,,,,,
TwitchAction_SupplyPipeShotgunCommand,twitch,Actions,,,,#supply_pipe_shotgun,,,#suministros_escopeta_tubería,,,,,,,,,,
TwitchAction_SupplyPipeShotgunDesc,twitch,Actions,,,,Spawns a single Pipe Shotgun Crate.,,,Aparece un solo embalaje de escopeta de tubería.,,,,,,,,,,
TwitchAction_SupplyPistol,twitch,Actions,,,,Pistol Crate,,,Embalaje de pistola,,,,,,,,,,
TwitchAction_SupplyPistolCommand,twitch,Actions,,,,#supply_pistol,,,#suministros_pistola,,,,,,,,,,
TwitchAction_SupplyPistolDesc,twitch,Actions,,,,Spawns a single Pistol Crate.,,,Aparece un solo embalaje de pistola.,,,,,,,,,,
TwitchAction_SupplyPrimitiveBow,twitch,Actions,,,,Primitive Bow Crate,,,Embalaje de arco primitivo,,,,,,,,,,
TwitchAction_SupplyPrimitiveBowCommand,twitch,Actions,,,,#supply_bow,,,#suministros_arco,,,,,,,,,,
TwitchAction_SupplyPrimitiveBowDesc,twitch,Actions,,,,Spawns a single Primitive Bow Crate.,,,Aparece un solo embalaje de arco primitivo.,,,,,,,,,,
TwitchAction_SupplyPumpShotgun,twitch,Actions,,,,Pump Shotgun Crate,,,Embalaje de escopeta de bombeo,,,,,,,,,,
TwitchAction_SupplyPumpShotgunCommand,twitch,Actions,,,,#supply_pump_shotgun,,,#suministros_escopeta_bombeo,,,,,,,,,,
TwitchAction_SupplyPumpShotgunDesc,twitch,Actions,,,,Spawns a single Pump Shotgun Crate.,,,Aparece un solo embalaje de escopeta de bombeo.,,,,,,,,,,
TwitchAction_SupplyRepairKit,twitch,Actions,,,,Repair Kit Crate,,,Embalaje de kit de reparación,,,,,,,,,,
TwitchAction_SupplyRepairKitCommand,twitch,Actions,,,,#supply_repairkit,,,#suministros_kitdereparación,,,,,,,,,,
TwitchAction_SupplyRepairKitDesc,twitch,Actions,,,,Spawns a single Repair Kit Crate.,,,Aparece un solo embalaje de kit de reparación.,,,,,,,,,,
TwitchAction_SupplyResource1,twitch,Actions,,,,Resource Crate 1,,,Embalaje de recursos 1,,,,,,,,,,
TwitchAction_SupplyResource1Desc,twitch,Actions,,,,Spawns a single Resource Crate 1.,,,Aparece un solo embalaje de recursos 1.,,,,,,,,,,
TwitchAction_SupplyResource2,twitch,Actions,,,,Resource Crate 2,,,Embalaje de recursos 2,,,,,,,,,,
TwitchAction_SupplyResource2Desc,twitch,Actions,,,,Spawns a single Resource Crate 2.,,,Aparece un solo embalaje de recursos 2.,,,,,,,,,,
TwitchAction_SupplyResource3,twitch,Actions,,,,Resource Crate 3,,,Embalaje de recursos 3,,,,,,,,,,
TwitchAction_SupplyResource3Desc,twitch,Actions,,,,Spawns a single Resource Crate 3.,,,Aparece un solo embalaje de recursos 3.,,,,,,,,,,
TwitchAction_SupplyResource4,twitch,Actions,,,,Resource Crate 4,,,Embalaje de recursos 4,,,,,,,,,,
TwitchAction_SupplyResource4Desc,twitch,Actions,,,,Spawns a single Resource Crate 4.,,,Aparece un solo embalaje de recursos 4.,,,,,,,,,,
TwitchAction_SupplyResourceCommand,twitch,Actions,,,,#supply_resource,,,#suministro_recursos,,,,,,,,,,
TwitchAction_SupplyRobo1,twitch,Actions,,,,Robo Crate 1,,,Embalaje de piezas robóticas 1,,,,,,,,,,
TwitchAction_SupplyRobo1Desc,twitch,Actions,,,,Spawns a single Robo Crate 1.,,,Aparece un solo embalaje de piezas robóticas 1.,,,,,,,,,,
TwitchAction_SupplyRobo2,twitch,Actions,,,,Robo Crate 2,,,Embalaje de piezas robóticas 2,,,,,,,,,,
TwitchAction_SupplyRobo2Desc,twitch,Actions,,,,Spawns a single Robo Crate 2.,,,Aparece un solo embalaje de piezas robóticas 2.,,,,,,,,,,
TwitchAction_SupplyRobo3,twitch,Actions,,,,Robo Crate 3,,,Embalaje de piezas robóticas 3,,,,,,,,,,
TwitchAction_SupplyRobo3Desc,twitch,Actions,,,,Spawns a single Robo Crate 3.,,,Aparece un solo embalaje de piezas robóticas 3.,,,,,,,,,,
TwitchAction_SupplyRobo4,twitch,Actions,,,,Robo Crate 4,,,Embalaje de piezas robóticas 4,,,,,,,,,,
TwitchAction_SupplyRobo4Desc,twitch,Actions,,,,Spawns a single Robo Crate 4.,,,Aparece un solo embalaje de piezas robóticas 4.,,,,,,,,,,
TwitchAction_SupplyRoboCommand,twitch,Actions,,,,#supply_robo,,,#suministro_robóticas,,,,,,,,,,
TwitchAction_SupplyRocketLauncher,twitch,Actions,,,,Rocket Launcher Crate,,,Embalaje de lanzacohetes,,,,,,,,,,
TwitchAction_SupplyRocketLauncherCommand,twitch,Actions,,,,#supply_rocket_launcher,,,#suministros_lanzacohetes,,,,,,,,,,
TwitchAction_SupplyRocketLauncherDesc,twitch,Actions,,,,Spawns a single Rocket Launcher Crate.,,,Aparece un solo embalaje de lanzacohetes.,,,,,,,,,,
TwitchAction_SupplyShotgunAmmo,twitch,Actions,,,,Shotgun Shells Crate,,,Embalaje de cartuchos de escopeta,,,,,,,,,,
TwitchAction_SupplyShotgunAmmoCommand,twitch,Actions,,,,#supply_shotgun_ammo,,,#suministros_munición_escopeta,,,,,,,,,,
TwitchAction_SupplyShotgunAmmoDesc,twitch,Actions,,,,Spawns a single Shotgun Shells Crate.,,,Aparece un solo embalaje de cartuchos de escopeta.,,,,,,,,,,
TwitchAction_SupplySniperRifle,twitch,Actions,,,,Sniper Rifle Crate,,,Embalaje de rifle de francotirador,,,,,,,,,,
TwitchAction_SupplySniperRifleCommand,twitch,Actions,,,,#supply_sniper_rifle,,,#suministros_rifle_francotirador,,,,,,,,,,
TwitchAction_SupplySniperRifleDesc,twitch,Actions,,,,Spawns a single Sniper Rifle Crate.,,,Aparece un solo embalaje de rifle de francotirador.,,,,,,,,,,
TwitchAction_SupplySpecialAmmo1,twitch,Actions,,,,Special Ammo Crate 1,,,Embalaje de municiones especiales 1,,,,,,,,,,
TwitchAction_SupplySpecialAmmo1Desc,twitch,Actions,,,,Spawns a single Special Ammo Crate 1.,,,Aparece un solo embalaje de municiones especiales 1.,,,,,,,,,,
TwitchAction_SupplySpecialAmmo2,twitch,Actions,,,,Special Ammo Crate 2,,,Embalaje de municiones especiales 2,,,,,,,,,,
